wnid,noun
n00185778,caesarean delivery
n00185778,caesarian delivery
n00185778,cesarean section
n00185778,cesarian section
n00185778,caesarean section
n00185778,caesarian section
n00185778,c-section
n00185778,cesarean
n00185778,cesarian
n00185778,caesarean
n00185778,caesarian
n00185778,abdominal delivery
n00186251,forceps delivery
n00186549,midwifery
n00186634,score
n00187056,bowling score
n00187144,bull's eye
n00187337,goal
n00187499,own goal
n00187710,strike
n00187710,ten-strike
n00187890,spare
n00188007,open frame
n00188007,break
n00188183,audible
n00188341,football score
n00188449,touchback
n00188620,safety
n00188766,touchdown
n00188934,field goal
n00189106,conversion
n00189257,point after
n00189257,point after touchdown
n00189257,extra point
n00189476,baseball score
n00189565,run
n00189565,tally
n00189896,earned run
n00190040,unearned run
n00190180,run batted in
n00190180,rbi
n00190338,basketball score
n00190431,basket
n00190431,field goal
n00190579,hat trick
n00190783,solution
n00190931,russian roulette
n00191142,change
n00191980,filtration
n00192149,percolation
n00192300,reduction
n00192300,simplification
n00192457,schematization
n00192457,schematisation
n00192613,economy
n00192613,saving
n00192910,retrenchment
n00192910,curtailment
n00192910,downsizing
n00193099,economy of scale
n00193225,accommodation
n00193406,adaptation
n00193622,dark adaptation
n00193811,light adaptation
n00194005,take-up
n00194127,readjustment
n00194257,domestication
n00194414,decimalization
n00194414,decimalisation
n00194645,metrification
n00194645,metrication
n00194831,habituation
n00194969,variation
n00194969,variance
n00195194,variation
n00195415,turning
n00195569,diversification
n00195569,variegation
n00195938,flux
n00196084,switch
n00196084,switching
n00196084,shift
n00196402,switcheroo
n00196485,substitution
n00196485,exchange
n00196485,commutation
n00196848,novation
n00197136,pitching change
n00197229,superannuation
n00197419,supersedure
n00197419,supersession
n00197610,supplanting
n00197610,displacement
n00197772,replacement
n00197772,replacing
n00198118,subrogation
n00198270,weaning
n00198270,ablactation
n00198451,promotion
n00198631,preferment
n00198793,demotion
n00198919,investment
n00198919,investiture
n00199130,change of state
n00199707,alteration
n00199707,modification
n00199707,adjustment
n00200041,distraction
n00200041,misdirection
n00200244,aeration
n00200379,modulation
n00200563,qualification
n00200768,reorganization
n00201058,passage
n00201058,transition
n00201269,fossilization
n00201269,fossilisation
n00201397,segue
n00201516,meddling
n00201516,tampering
n00201671,transfer
n00201671,transference
n00201923,prohibition
n00201923,inhibition
n00201923,forbiddance
n00202284,resistance
n00202284,opposition
n00202620,lockout
n00202816,reaction
n00203020,backlash
n00203208,whitelash
n00203208,white backlash
n00203342,rejection
n00203649,brush-off
n00203753,avoidance
n00203753,turning away
n00203753,shunning
n00203753,dodging
n00204022,aversion
n00204022,averting
n00204199,escape
n00204334,near thing
n00204439,abandonment
n00204439,forsaking
n00204439,desertion
n00204659,exposure
n00204814,apostasy
n00204814,tergiversation
n00204943,bolt
n00205079,renunciation
n00205079,forgoing
n00205079,forswearing
n00205349,nonacceptance
n00205349,turndown
n00205543,forsaking
n00205543,giving up
n00205649,abnegation
n00205649,self-abnegation
n00205649,denial
n00205649,self-denial
n00205649,self-renunciation
n00205891,forfeit
n00205891,forfeiture
n00205891,sacrifice
n00206130,boycott
n00206302,banishment
n00206302,proscription
n00206600,anathematization
n00206600,anathematisation
n00206779,disbarment
n00206927,ejection
n00206927,exclusion
n00206927,expulsion
n00206927,riddance
n00207306,deportation
n00207434,ostracism
n00207622,barring
n00207622,blackball
n00207761,exile
n00207761,deportation
n00207761,expatriation
n00207761,transportation
n00208141,babylonian captivity
n00208277,excommunication
n00208277,excision
n00208521,relegation
n00208694,rustication
n00208797,ouster
n00208797,ousting
n00208943,deposition
n00208943,dethronement
n00209132,suspension
n00209132,temporary removal
n00209301,rustication
n00209446,displacement
n00209546,veto
n00209680,pocket veto
n00209789,write-in
n00209943,termination
n00209943,ending
n00209943,conclusion
n00210518,finish
n00210518,finishing
n00210797,finale
n00210797,close
n00210797,closing curtain
n00210797,finis
n00210940,release
n00210940,tone ending
n00211110,completion
n00211110,culmination
n00211110,closing
n00211110,windup
n00211110,mop up
n00211462,finalization
n00211462,finalisation
n00211593,follow-through
n00211776,follow-through
n00212065,graduation
n00212205,retirement
n00212377,hibernation
n00212551,rustication
n00212678,swan song
n00212678,last hurrah
n00212808,relinquishment
n00212808,relinquishing
n00213052,cession
n00213052,ceding
n00213186,handover
n00213343,surrender
n00213482,extradition
n00213694,release
n00213694,waiver
n00213694,discharge
n00213903,exemption
n00213903,immunity
n00213903,granting immunity
n00214148,fix
n00214315,official immunity
n00214526,sovereign immunity
n00214794,transactional immunity
n00215013,use immunity
n00215013,testimonial immunity
n00215314,dissolution
n00215314,breakup
n00215534,splitsville
n00215683,overthrow
n00215838,subversion
n00215838,subversive activity
n00216038,adjournment
n00216038,dissolution
n00216174,dismissal
n00216174,dismission
n00216174,discharge
n00216174,firing
n00216174,liberation
n00216174,release
n00216174,sack
n00216174,sacking
n00216607,conge
n00216607,congee
n00216723,removal
n00216834,purge
n00217014,destruction
n00217014,devastation
n00217499,disaster
n00217593,kill
n00217773,laying waste
n00217773,ruin
n00217773,ruining
n00217773,ruination
n00217773,wrecking
n00218045,razing
n00218045,leveling
n00218045,tearing down
n00218045,demolishing
n00218208,annihilation
n00218208,obliteration
n00218427,decimation
n00218602,atomization
n00218602,atomisation
n00218753,pulverization
n00218753,pulverisation
n00218902,vaporization
n00218902,vaporisation
n00219012,killing
n00219012,kill
n00219012,putting to death
n00219463,deathblow
n00219463,coup de grace
n00219575,death
n00219738,drive-by killing
n00219856,euthanasia
n00219856,mercy killing
n00220023,homicide
n00220219,honor killing
n00220409,manslaughter
n00220522,murder
n00220522,slaying
n00220522,execution
n00221056,assassination
n00221178,bloodshed
n00221178,gore
n00221343,chance-medley
n00221480,contract killing
n00221596,parricide
n00221727,mariticide
n00221819,matricide
n00221900,patricide
n00221981,fratricide
n00222064,uxoricide
n00222155,filicide
n00222248,dispatch
n00222248,despatch
n00222376,fell
n00222485,suicide
n00222485,self-destruction
n00222485,self-annihilation
n00222766,self-destruction
n00222939,assisted suicide
n00223144,physician-assisted suicide
n00223268,felo-de-se
n00223362,harakiri
n00223362,hara-kiri
n00223362,harikari
n00223362,seppuku
n00223575,suttee
n00223720,elimination
n00223720,liquidation
n00223854,slaughter
n00223983,slaughter
n00223983,massacre
n00223983,mass murder
n00223983,carnage
n00223983,butchery
n00224260,bloodbath
n00224260,bloodletting
n00224260,bloodshed
n00224260,battue
n00224599,lynching
n00224738,poisoning
n00224936,gassing
n00225070,regicide
n00225150,shooting
n00225361,drive-by shooting
n00225484,wing shooting
n00225593,suffocation
n00225593,asphyxiation
n00225786,choking
n00225786,strangling
n00225786,strangulation
n00225786,throttling
n00226107,spasm
n00226319,squeeze
n00226511,bronchospasm
n00226711,cardiospasm
n00226951,heave
n00226951,retch
n00227137,laryngismus
n00227264,strangulation
n00227484,carjacking
n00227595,sacrifice
n00227595,ritual killing
n00227848,hecatomb
n00227969,immolation
n00228078,electrocution
n00228181,decapitation
n00228181,beheading
n00228283,abolition
n00228283,abolishment
n00228535,liquidation
n00228535,settlement
n00228762,viatical settlement
n00228762,viaticus settlement
n00228911,withdrawal
n00228911,drug withdrawal
n00229034,cold turkey
n00229260,closure
n00229260,closedown
n00229260,closing
n00229260,shutdown
n00229587,plant closing
n00229688,bank closing
n00229814,layoff
n00229934,extinction
n00229934,extinguishing
n00229934,quenching
n00230172,fade
n00230172,disappearance
n00230324,abortion
n00230475,spontaneous abortion
n00230475,miscarriage
n00230475,stillbirth
n00230703,habitual abortion
n00230824,imminent abortion
n00230824,threatened abortion
n00230997,incomplete abortion
n00230997,partial abortion
n00231161,induced abortion
n00231315,aborticide
n00231315,feticide
n00231412,therapeutic abortion
n00231567,nullification
n00231567,override
n00231887,abrogation
n00231887,repeal
n00231887,annulment
n00232147,derogation
n00232386,cancellation
n00232604,write-off
n00232765,attainder
n00232765,civil death
n00232863,recission
n00232863,rescission
n00233212,vitiation
n00233386,neutralization
n00233386,neutralisation
n00233386,counteraction
n00233614,deactivation
n00233614,defusing
n00233795,deactivation
n00233795,inactivation
n00233980,honorable discharge
n00234105,dishonorable discharge
n00234277,section eight
n00234423,neutralization
n00234423,neutralisation
n00234675,neutralization
n00234675,neutralisation
n00234892,reversal
n00235074,undoing
n00235208,regression
n00235208,regress
n00235208,reversion
n00235208,retrogression
n00235208,retroversion
n00235435,beginning
n00235435,start
n00235435,commencement
n00236194,springboard
n00236194,jumping-off point
n00236194,point of departure
n00236581,accession
n00236581,rise to power
n00236821,activation
n00236953,attack
n00236953,tone-beginning
n00237078,constitution
n00237078,establishment
n00237078,formation
n00237078,organization
n00237078,organisation
n00237705,re-establishment
n00237869,creation
n00238022,introduction
n00238022,debut
n00238022,first appearance
n00238022,launching
n00238022,unveiling
n00238022,entry
n00238326,induction of labor
n00238527,induction
n00238778,hypnogenesis
n00238871,product introduction
n00239024,face-off
n00239230,first step
n00239230,initiative
n00239230,opening move
n00239230,opening
n00239483,groundbreaking
n00239483,groundbreaking ceremony
n00239666,housing start
n00239766,icebreaker
n00239910,inauguration
n00239910,startup
n00240184,initiation
n00240184,founding
n00240184,foundation
n00240184,institution
n00240184,origination
n00240184,creation
n00240184,innovation
n00240184,introduction
n00240184,instauration
n00240754,authorship
n00240754,paternity
n00240938,installation
n00240938,installing
n00240938,installment
n00240938,instalment
n00241245,jump ball
n00241507,kickoff
n00241699,start
n00241699,starting
n00242003,resumption
n00242003,recommencement
n00242146,scrum
n00242146,scrummage
n00242431,startup
n00242583,unionization
n00242583,unionisation
n00242808,arousal
n00242808,rousing
n00243102,reveille
n00243237,ushering in
n00243373,inauguration
n00243373,inaugural
n00243577,curtain raiser
n00243662,first base
n00243813,peace initiative
n00243918,cooking
n00243918,cookery
n00243918,preparation
n00246341,baking
n00246460,shirring
n00246552,toasting
n00246552,browning
n00246754,broil
n00246754,broiling
n00246754,grilling
n00246940,frying
n00246940,sauteing
n00247081,fusion cooking
n00247229,braising
n00247342,poaching
n00247442,roasting
n00247654,barbecuing
n00247792,boiling
n00247792,stewing
n00247792,simmering
n00247955,basting
n00248063,tenderization
n00248063,tenderisation
n00248252,percolation
n00248368,seasoning
n00248534,salting
n00248636,sweetening
n00248748,infusion
n00248977,improvement
n00249501,advancement
n00249501,progress
n00249780,forwarding
n00249780,furtherance
n00249780,promotion
n00249987,stride
n00250143,work flow
n00250143,workflow
n00250259,development
n00250597,broadening
n00250710,elaboration
n00250710,working out
n00250882,product development
n00251013,cleaning
n00251013,cleansing
n00251013,cleanup
n00251520,disinfestation
n00251636,spring-cleaning
n00251780,scrub
n00251780,scrubbing
n00251780,scouring
n00252020,swabbing
n00252020,mopping
n00252169,dry cleaning
n00252307,sweeping
n00252430,purge
n00252430,purging
n00252662,purge
n00252662,purging
n00252662,purgation
n00252894,purification
n00253070,purification
n00253070,purgation
n00253270,purification
n00253395,catharsis
n00253395,katharsis
n00253395,abreaction
n00253577,catharsis
n00253577,katharsis
n00253577,purgation
n00253773,high colonic
n00253919,sterilization
n00253919,sterilisation
n00254166,pasteurization
n00254166,pasteurisation
n00254415,sanitation
n00254415,sanitization
n00254415,sanitisation
n00254597,depilation
n00254597,epilation
n00254769,shave
n00254769,shaving
n00254922,tonsure
n00255065,electrolysis
n00255214,washup
n00255214,bathing
n00255450,ablution
n00255600,dishwashing
n00255600,washup
n00255710,wash
n00255710,washing
n00255710,lavation
n00256122,washing-up
n00256217,window-washing
n00256309,rinse
n00256407,rinse
n00256501,soak
n00256501,soaking
n00256620,brush
n00256620,brushing
n00256746,comb
n00256746,combing
n00256961,comb-out
n00256961,teasing
n00257115,shampoo
n00257228,hair care
n00257228,haircare
n00257228,hairdressing
n00257468,hairweaving
n00257580,shower
n00257580,shower bath
n00257770,bath
n00257969,bubble bath
n00258093,mikvah
n00258301,mud bath
n00258403,sponge bath
n00258530,turkish bath
n00258530,steam bath
n00258530,vapor bath
n00258530,vapour bath
n00258695,rubdown
n00258854,correction
n00258854,rectification
n00259177,redress
n00259177,remedy
n00259177,remediation
n00259392,salve
n00259544,retribution
n00259643,recompense
n00259643,compensation
n00259894,indemnification
n00260051,optimization
n00260051,optimisation
n00260494,perfection
n00260622,reform
n00260881,land reform
n00261029,amelioration
n00261029,melioration
n00261029,betterment
n00261258,self-improvement
n00261258,self-reformation
n00261405,reform
n00261604,beautification
n00261797,beauty treatment
n00261972,glamorization
n00261972,glamorisation
n00261972,glamourization
n00261972,glamourisation
n00262249,decoration
n00262596,adornment
n00262743,ornamentation
n00262743,embellishment
n00262908,window dressing
n00263000,trimming
n00263164,tessellation
n00263272,figuration
n00263353,tattoo
n00263492,titivation
n00263492,tittivation
n00263642,marking
n00263813,lineation
n00263947,mottling
n00264088,striping
n00264192,clearing
n00264192,clarification
n00264366,enrichment
n00264529,fortification
n00264775,humanization
n00264775,humanisation
n00264913,modernization
n00264913,modernisation
n00265119,renovation
n00265119,redevelopment
n00265119,overhaul
n00265472,face lift
n00265472,facelift
n00265472,face lifting
n00265773,moralization
n00265773,moralisation
n00265992,enhancement
n00265992,sweetening
n00266149,upturn
n00266253,worsening
n00266401,downturn
n00266401,downswing
n00266560,downspin
n00266645,ventilation
n00266645,airing
n00266806,repair
n00266806,fix
n00266806,fixing
n00266806,fixture
n00266806,mend
n00266806,mending
n00266806,reparation
n00267217,darning
n00267349,patching
n00267522,care
n00267522,maintenance
n00267522,upkeep
n00267821,camera care
n00267917,car care
n00268025,oil change
n00268112,overhaul
n00268112,inspection and repair
